iid,id,gender,idg,condtn,wave,round,pid,piid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,age,field_cd,race,imprace,imprelig,from,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,satis_2,length,numdat_2,undergra,mn_sat,tuition
270,19,0,37,2,11,21,2,274,0,0.13,0,24,3,30,10,20,20,10,10,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,0,4,5,5,5,5,4,5,4,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,3,275,0,0.61,0,21,2,25,10,25,5,10,25,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,0,5,8,7,5,6,4,5,5,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,4,276,1,0.63,0,26,2,24,16,28,14,8,10,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1,7,7,8,7,6,8,7,6,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,5,277,0,0.49,0,25,2,60,20,0,20,0,0,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,0,5,6,7,6,7,7,6,5,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,6,278,0,0.68,0,32,2,25,15,20,25,10,5,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,0,5,6,5,4,5,6,5,4,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,7,82,1,0.18,0,25,2,27,15,28,10,10,10,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1,6,6,6,5,5,5,6,6,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,8,280,1,0.52,0,25,2,25,20,30,15,5,5,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1,6,7,8,7,6,6,7,6,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,9,281,1,0.47,0,27,2,20,20,20,15,5,20,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1,6,6,7,5,5,6,6,7,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,10,282,1,-0.06,0,23,1,25,15,20,20,10,10,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1,6,7,6,7,5,6,6,5,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,11,283,0,0.57,1,27,4,50,10,10,10,10,10,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,0,5,7,7,5,6,5,6,5,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,12,284,0,0.6,0,27,2,25,20,25,20,10,0,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1,5,7,7,6,5,6,6,6,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,13,285,0,-0.05,0,24,6,20,20,25,25,5,5,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,0,4,5,5,4,5,4,5,4,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,14,286,0,0.15,0,22,2,10,15,25,15,15,20,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,0,5,6,6,4,6,5,6,4,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,15,287,0,0.03,1,22,4,35,40,5,5,7,8,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,0,4,6,5,5,6,4,5,4,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,16,288,0,0.68,0,27,2,20,20,15,25,10,10,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1,6,7,7,6,5,6,6,5,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,17,289,0,0.34,1,28,4,20,30,10,20,0,20,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1,6,5,6,4,6,5,6,5,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,18,290,0,0.6,0,34,2,30,10,30,10,5,15,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1,5,6,7,4,6,5,6,5,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,19,291,0,0.38,1,27,4,20,20,15,15,12,18,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,0,4,5,8,5,7,5,5,5,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,20,292,0,0.41,0,28,1,20,18,20,17,10,15,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1,7,7,7,6,6,6,6,5,0,6,1,3,University of Toronto,,
270,19,0,37,2,11,21,21,293,0,0.31,0,28,3,23,18,21,18,10,10,23,10,4,2,4,Canada,31830,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1,6,5,5,5,6,5,6,5,0,6,1,3,University of Toronto,,
367,7,1,14,2,14,20,1,341,0,-0.16,0,23,4,20,20,20,20,20,0,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,6,8,7,7,6,7,7,7,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,2,342,1,0.01,0,33,3,40,15,25,5,15,0,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,1,7,6,6,9,8,7,8,8,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,3,343,0,-0.15,1,32,2,5,25,20,10,15,25,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,3,6,6,4,6,9,4,6,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,4,344,0,0.23,0,26,3,15,15,15,20,20,15,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,5,5,6,5,6,7,5,4,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,5,345,0,0.32,1,24,2,10,20,27,23,15,5,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,7,7,7,8,6,5,7,7,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,6,346,1,0.2,0,26,6,22.5,17.4,20.3,17.5,10.7,11.8,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,1,9,7,8,8,8,8,8,7,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,7,82,0,0.34,0,26,1,30,5,10,20,30,5,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,1,6,7,7,6,7,5,6,5,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,8,348,0,0.08,0,21,4,15,25,15,15,15,15,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,5,8,7,6,6,6,6,5,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,9,349,1,0.13,1,33,2,25,20,10,20,20,5,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,1,8,7,7,7,7,8,8,6,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,10,350,0,-0.13,1,31,2,12,25,25,8,15,15,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,1,7,7,6,7,6,6,7,6,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,11,351,0,-0.23,0,35,4,15,15,30,15,15,10,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,8,6,5,4,4,4,5,4,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,12,352,0,0.08,0,29,6,20,20,20,10,10,20,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,4,4,4,3,5,4,4,3,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,13,353,0,-0.39,0,25,4,15,10,25,25,10,15,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,6,7,7,6,7,5,6,5,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,14,354,0,0.27,1,22,2,20,10,20,20,20,10,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,7,8,7,8,7,8,7,7,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,15,355,0,0.07,1,24,2,50,20,10,5,10,5,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,7,7,6,8,6,5,6,7,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,16,356,1,0.21,1,27,2,15,25,20,20,0,20,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,1,9,7,8,6,7,7,8,6,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,17,357,0,0.02,0,27,4,15,20,20,20,20,5,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,6,7,8,6,6,5,6,6,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,18,358,0,0.32,0,26,4,20,10,25,25,10,10,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,7,7,8,7,8,6,6,5,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,19,359,0,-0.38,1,26,2,9,17,23,15,14,22,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,5,8,8,6,6,7,6,7,0,6,1,3,Harvard University,"1,400.00","26,019.00"
367,7,1,14,2,14,20,20,360,0,-0.18,0,24,6,20,30,10,10,10,20,27,13,2,6,3,Canada,31830,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0,4,9,7,5,7,4,4,6,0,6,1,3,Harvard University,"1,400.00","26,019.00"
250,8,1,16,1,10,9,1,234,0,0.66,1,22,6,20,20,20,10,10,20,25,6,6,1,1,Canada,28026,4,2,1,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,20,20,20,20,10,10,20,20,20,20,10,10,10,9,9,10,10,0,5,10,6,7,7,4,5,6,0,6,1,1,Amherst College,"1,402.00","27,240.00"
250,8,1,16,1,10,9,2,235,0,0.65,0,23,2,15,15,20,20,20,10,25,6,6,1,1,Canada,28026,4,2,1,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,20,20,20,20,10,10,20,20,20,20,10,10,10,9,9,10,10,1,9,10,7,9,7,7,9,9,0,6,1,1,Amherst College,"1,402.00","27,240.00"
250,8,1,16,1,10,9,3,236,0,0.39,0,24,4,15,20,15,20,15,15,25,6,6,1,1,Canada,28026,4,2,1,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,20,20,20,20,10,10,20,20,20,20,10,10,10,9,9,10,10,0,3,8,5,4,4,4,4,6,0,6,1,1,Amherst College,"1,402.00","27,240.00"
250,8,1,16,1,10,9,4,237,1,0.6,0,34,2,10,20,20,20,20,10,25,6,6,1,1,Canada,28026,4,2,1,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,20,20,20,20,10,10,20,20,20,20,10,10,10,9,9,10,10,1,6,10,8,7,7,6,6,9,0,6,1,1,Amherst College,"1,402.00","27,240.00"
250,8,1,16,1,10,9,5,238,1,0.81,0,27,2,15,20,20,15,15,15,25,6,6,1,1,Canada,28026,4,2,1,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,20,20,20,20,10,10,20,20,20,20,10,10,10,9,9,10,10,1,8,8,8,9,7,8,8,9,0,6,1,1,Amherst College,"1,402.00","27,240.00"
250,8,1,16,1,10,9,6,239,0,0.6,0,34,2,10,25,20,20,5,20,25,6,6,1,1,Canada,28026,4,2,1,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,20,20,20,20,10,10,20,20,20,20,10,10,10,9,9,10,10,0,5,8,7,6,6,5,5,9,0,6,1,1,Amherst College,"1,402.00","27,240.00"
250,8,1,16,1,10,9,7,82,1,-0.38,0,26,4,10,30,30,10,10,10,25,6,6,1,1,Canada,28026,4,2,1,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,20,20,20,20,10,10,20,20,20,20,10,10,10,9,9,10,10,1,6,7,7,8,9,7,7,10,0,6,1,1,Amherst College,"1,402.00","27,240.00"
250,8,1,16,1,10,9,8,241,1,0.76,0,29,4,90,2,2,2,2,2,25,6,6,1,1,Canada,28026,4,2,1,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,20,20,20,20,10,10,20,20,20,20,10,10,10,9,9,10,10,1,8,10,8,8,8,8,8,9,0,6,1,1,Amherst College,"1,402.00","27,240.00"
250,8,1,16,1,10,9,9,242,1,0.67,0,26,3,20,20,25,20,5,10,25,6,6,1,1,Canada,28026,4,2,1,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,20,20,20,20,10,10,20,20,20,20,10,10,10,9,9,10,10,1,7,8,7,8,7,8,7,9,0,6,1,1,Amherst College,"1,402.00","27,240.00"
249,7,1,14,1,10,9,1,234,0,0.3,1,22,6,20,20,20,10,10,20,33,8,6,2,7,Chile,6323,2,3,1,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,22,22,15,15,5,21,15,15,25,10,25,10,7,9,7,10,7,1,9,9,8,9,7,9,9,8,0,8,1,2,Universidad Catolica de Chile,,
249,7,1,14,1,10,9,2,235,0,0.31,0,23,2,15,15,20,20,20,10,33,8,6,2,7,Chile,6323,2,3,1,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,22,22,15,15,5,21,15,15,25,10,25,10,7,9,7,10,7,1,9,8,9,9,6,7,9,8,0,8,1,2,Universidad Catolica de Chile,,
249,7,1,14,1,10,9,3,236,0,0.47,0,24,4,15,20,15,20,15,15,33,8,6,2,7,Chile,6323,2,3,1,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,22,22,15,15,5,21,15,15,25,10,25,10,7,9,7,10,7,0,9,9,9,6,7,5,7,6,0,8,1,2,Universidad Catolica de Chile,,
249,7,1,14,1,10,9,4,237,0,-0.09,0,34,2,10,20,20,20,20,10,33,8,6,2,7,Chile,6323,2,3,1,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,22,22,15,15,5,21,15,15,25,10,25,10,7,9,7,10,7,0,6,9,8,7,8,6,2,6,0,8,1,2,Universidad Catolica de Chile,,
249,7,1,14,1,10,9,5,238,0,0.2,0,27,2,15,20,20,15,15,15,33,8,6,2,7,Chile,6323,2,3,1,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,22,22,15,15,5,21,15,15,25,10,25,10,7,9,7,10,7,1,9,9,8,9,8,9,9,8,1,8,1,2,Universidad Catolica de Chile,,
249,7,1,14,1,10,9,6,239,0,0.32,0,34,2,10,25,20,20,5,20,33,8,6,2,7,Chile,6323,2,3,1,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,22,22,15,15,5,21,15,15,25,10,25,10,7,9,7,10,7,0,6,7,6,5,5,5,6,4,0,8,1,2,Universidad Catolica de Chile,,
249,7,1,14,1,10,9,7,82,0,-0.18,0,26,4,10,30,30,10,10,10,33,8,6,2,7,Chile,6323,2,3,1,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,22,22,15,15,5,21,15,15,25,10,25,10,7,9,7,10,7,1,8,9,8,10,9,10,9,6,0,8,1,2,Universidad Catolica de Chile,,
249,7,1,14,1,10,9,8,241,0,0.19,0,29,4,90,2,2,2,2,2,33,8,6,2,7,Chile,6323,2,3,1,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,22,22,15,15,5,21,15,15,25,10,25,10,7,9,7,10,7,1,2,9,7,9,9,9,8,7,0,8,1,2,Universidad Catolica de Chile,,
249,7,1,14,1,10,9,9,242,0,0.27,0,26,3,20,20,25,20,5,10,33,8,6,2,7,Chile,6323,2,3,1,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,22,22,15,15,5,21,15,15,25,10,25,10,7,9,7,10,7,1,9,8,9,9,7,8,9,7,0,8,1,2,Universidad Catolica de Chile,,
510,2,0,3,2,21,22,1,531,0,0.17,0,25,4,15,30,20,20,10,5,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,6,9,10,8,6,5,7,4,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,2,532,0,0.04,0,26,4,25,20,20,20,5,10,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,2,8,6,2,3,2,3,3,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,3,533,1,0.69,0,26,2,25,25,25,13,12,0,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,1,9,10,8,9,7,8,9,9,1,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,4,534,0,0.5,0,24,6,30,30,30,5,2,3,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,6,7,9,4,4,5,5,5,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,5,535,0,0.24,0,23,2,23,14,19,16,10,18,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,8,7,6,7,6,6,7,5,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,6,536,1,0.36,0,29,2,30,20,20,20,10,0,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,1,9,7,9,9,7,8,8,8,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,7,82,0,-0.04,0,22,4,20,5,25,25,5,20,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,6,7,7,6,7,5,6,5,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,8,538,1,0.57,0,32,2,50,0,10,30,0,10,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,1,7,8,8,8,7,6,8,8,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,9,539,0,0.13,0,22,2,30,10,20,15,15,10,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,7,6,7,7,7,5,5,5,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,10,540,1,0.36,0,24,2,20,15,20,20,15,10,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,1,8,10,10,10,6,8,8,9,1,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,11,541,0,-0.32,0,23,4,40,30,0,20,0,10,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,6,8,8,4,5,6,5,4,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,12,542,0,-0.14,0,23,4,25,15,20,20,10,10,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,5,6,6,5,7,7,4,4,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,13,543,0,-0.07,0,24,4,20,16,16,17,16,15,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,7,9,7,7,6,5,5,5,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,14,544,0,-0.18,0,23,4,15,25,20,10,10,20,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,6,7,7,4,7,5,5,5,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,15,545,0,0.66,0,24,2,20,20,20,20,10,10,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,6,7,7,6,7,5,6,5,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,16,546,1,-0.04,0,30,2,35,10,20,25,5,5,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,1,10,9,8,8,7,6,8,9,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,17,547,0,0.15,0,30,2,25,20,20,20,0,15,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,6,5,6,4,6,5,4,4,0,6,1,2,Universidad de Chile,,
510,2,0,3,2,21,22,18,548,0,0.07,0,30,2,40,10,20,10,0,20,26,8,3,3,3,Chile,6323,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,8,8,7,5,6,5,6,6,0,6,1,2,Universidad de Chile,,
